1.000000, -1.000000, 109016.585938, -109001.734375
1.000000, -1.000000, 109039.750000, -108989.867188
-1.000000, 1.000000, -109051.132812, 108966.617188
1.000000, -1.000000, 109092.476562, -109023.804688
1.000000, 1.000000, 108995.804688, 109102.351562
-1.000000, 1.000000, -109060.742188, 108974.492188
-1.000000, -1.000000, -108956.500000, -108996.507812
1.000000, 1.000000, 109023.703125, 109048.007812
1.000000, -1.000000, 109048.804688, -109079.804688
1.000000, -1.000000, 109028.007812, -108974.750000
-1.000000, 1.000000, -109027.109375, 108948.070312
1.000000, -1.000000, 109091.460938, -109045.726562
1.000000, -1.000000, 109083.375000, -109052.773438
-1.000000, -1.000000, -108979.882812, -109064.429688
1.000000, -1.000000, 109018.664062, -108999.132812
-1.000000, 1.000000, -109107.289062, 108978.140625
-1.000000, -1.000000, -108971.820312, -109050.585938
1.000000, -1.000000, 109043.679688, -109046.914062
1.000000, -1.000000, 109071.687500, -109013.031250
1.000000, -1.000000, 109020.648438, -109041.757812
1.000000, 1.000000, 109048.312500, 109070.195312
-1.000000, 1.000000, -109062.632812, 109014.546875
1.000000, -1.000000, 109050.031250, -108959.093750
1.000000, -1.000000, 109076.539062, -109005.046875
1.000000, 1.000000, 109031.992188, 109073.328125
1.000000, -1.000000, 109039.617188, -109042.906250
1.000000, 1.000000, 109008.367188, 109018.648438
-1.000000, -1.000000, -109045.687500, -109063.843750
1.000000, 1.000000, 109029.234375, 109055.148438
-1.000000, 1.000000, -109028.601562, 109098.351562
1.000000, 1.000000, 109047.750000, 109052.531250
-1.000000, 1.000000, -108978.445312, 109036.828125
-1.000000, -1.000000, -109051.000000, -109047.289062
-1.000000, 1.000000, -109062.273438, 109003.421875
-1.000000, 1.000000, -109115.007812, 108991.187500
1.000000, -1.000000, 109037.187500, -108997.914062
1.000000, 1.000000, 108994.726562, 109055.109375
-1.000000, -1.000000, -109026.882812, -109041.914062
1.000000, -1.000000, 109031.484375, -108965.265625
-1.000000, 1.000000, -109085.578125, 109015.375000
-1.000000, -1.000000, -108997.429688, -109019.718750
-1.000000, -1.000000, -109084.843750, -109060.476562
1.000000, -1.000000, 108996.867188, -109051.632812
1.000000, -1.000000, 109081.625000, -109063.273438
-1.000000, 1.000000, -109029.328125, 108984.546875
-1.000000, -1.000000, -109011.257812, -109044.796875
-1.000000, -1.000000, -108979.031250, -109109.921875
1.000000, 1.000000, 109048.210938, 109038.179688
1.000000, 1.000000, 109020.695312, 109025.789062
1.000000, -1.000000, 109053.898438, -109039.109375
-1.000000, -1.000000, -109027.789062, -109022.109375
1.000000, 1.000000, 109048.726562, 109033.437500
1.000000, 1.000000, 108997.679688, 109023.617188
-1.000000, 1.000000, -109041.281250, 109028.468750
-1.000000, 1.000000, -109047.562500, 109011.515625
-1.000000, -1.000000, -109015.359375, -109043.062500
1.000000, -1.000000, 109081.437500, -109001.125000
-1.000000, -1.000000, -108999.242188, -109103.601562
1.000000, 1.000000, 109077.820312, 108985.085938
-1.000000, 1.000000, -108972.546875, 108985.234375
1.000000, -1.000000, 109085.226562, -109011.078125
-1.000000, -1.000000, -109107.984375, -109031.179688
1.000000, 1.000000, 108955.140625, 109056.656250
1.000000, 1.000000, 109009.687500, 108992.132812
1.000000, -1.000000, 109067.882812, -109010.812500
1.000000, -1.000000, 109079.039062, -109030.250000
1.000000, 1.000000, 109087.406250, 109037.125000
-1.000000, 1.000000, -109025.398438, 109096.023438
-1.000000, 1.000000, -109069.515625, 109027.007812
-1.000000, -1.000000, -109098.828125, -108933.593750
1.000000, -1.000000, 109002.179688, -108954.468750
-1.000000, -1.000000, -109010.218750, -109017.406250
1.000000, -1.000000, 109032.742188, -109055.687500
-1.000000, 1.000000, -109054.890625, 109034.500000
1.000000, -1.000000, 109034.000000, -108952.664062
-1.000000, -1.000000, -109011.531250, -109002.664062
-1.000000, 1.000000, -109034.234375, 108950.617188
-1.000000, -1.000000, -109015.476562, -109072.960938
1.000000, 1.000000, 108993.078125, 109080.937500
-1.000000, -1.000000, -109062.867188, -109053.007812
-1.000000, -1.000000, -109067.726562, -109043.617188
1.000000, -1.000000, 109007.484375, -108972.664062
1.000000, 1.000000, 109032.750000, 109069.523438
1.000000, 1.000000, 108982.671875, 109024.757812
1.000000, -1.000000, 109005.617188, -109022.601562
-1.000000, -1.000000, -109018.750000, -109047.679688
1.000000, -1.000000, 109022.898438, -109061.843750
1.000000, -1.000000, 109080.906250, -109006.640625
-1.000000, -1.000000, -109007.000000, -109049.554688
1.000000, 1.000000, 109006.164062, 109047.437500
-1.000000, 1.000000, -109038.414062, 108955.796875
-1.000000, 1.000000, -109039.664062, 108996.726562
1.000000, 1.000000, 108978.765625, 109107.156250
1.000000, -1.000000, 108996.882812, -109011.257812
1.000000, -1.000000, 108992.695312, -109035.742188
-1.000000, 1.000000, -109044.468750, 109027.625000
1.000000, 1.000000, 108994.679688, 109029.812500
-1.000000, -1.000000, -109043.992188, -109045.960938
-1.000000, 1.000000, -109086.695312, 109051.492188
-1.000000, -1.000000, -109057.734375, -108994.648438
-1.000000, 1.000000, -109087.117188, 108998.046875
1.000000, -1.000000, 109102.406250, -109021.789062
-1.000000, -1.000000, -109004.906250, -109073.648438
1.000000, 1.000000, 109046.109375, 108965.671875
-1.000000, 1.000000, -109020.859375, 109019.679688
1.000000, 1.000000, 108997.062500, 109140.445312
-1.000000, -1.000000, -108999.593750, -109023.570312
